"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"00","01","AGR","00JAN05R",,,,,"00","01","AGR","00JAN05R",,,"00","01","27",2.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","PINE HILL","778.5","01",50.00,"2","1","005","R","MAC","1",700.00,"7","Y","MAC YARD 2","1",,"2","CSXT","121297","008","Y","WLO","503510","001","Y",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20000.00,0.00,"H021",,0.00,0.00,0.00,0.00,"H021","2","1","005",20000.00,,"01C131",0.00,"000000",0.00,"1",,"1",,"05",,"05",,"1","3",,"3",,"SYSTEM","N",241.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"WILCOX","131",,,,"N",,,"CREW SET CAR WLO 503510 TO #2 TRACK FAILED TO APPLY HANDBRAKE, WHILE SHOVING CAR CSXT 129927 INTO TR","ACK #3 CAR ROLLED OUT  OF TRACK #2 INTO THE SIDE OF CUT OF CARS CAUSING CAR WLO503510 TO DERAIL AND","TURN ON SIDE CAUSING MAJOR DAMAGE TO CAR.",,,,,,,,,,,,,,,,,,,,,
,"00","08","NS","002364",,,,,"00","08","NS","002364",,,"00","08","09",7.00,10.00,"PM","01",0.00,0.00,0.00,0.00,"HARRISBURG","CORNNY","291.00","36",86.00,"2","1","004","R","47GH","3",11079.00,"1","Y","CORNING RUNNING TRK","2","009.0","1","CR","297799","038","Y",,,"000",,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,0.00,96.00,0.00,0.00,7.00,0.00,6.00,0.00,0.00,165515.00,3500.00,"H503",,0.00,0.00,0.00,0.00,"H503","1","2","004",169015.00,,"36C101",0.00,"000000",0.00,"1",,"1",,"09","10","09","10","1","1",,"1L",,,"N",359.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"STEUBEN","101",,,,"N",,,"47G SHOVING NORTH ON CORNING RUNNING TRACK ON A .75 ASCENDING GRADE AND 10 DEGREE CURVE DERAILED. TH","RIRTEEN CARS,  DUE TO 20TH THRU 32ND HEAD CARS LIFTED OVER THE HIGH RAIL IN A 10 DEGREE CURVE ACCOUN","T EXCESSIVE BUFF FORCE GENERATED BY THREE HIGH ADHESION UNITS ON LINE(24 EQUIVALENT AXLES) SHOVING A","GAINST AN AUTOMATIC BRAKE APPLICATON ON AN ASCENDING GRADE.",,,,,,,,,,,,,,,,,,,,
,"00","08","NS","002378",,,,,"00","08","ZQSC","INDUSTRY",,,"00","08","10",5.00,5.00,"PM","01",0.00,0.00,0.00,0.00,"PITTSBURGH","KENILWOR","17.00","54",83.00,"2","1","004","E","C14C","1",600.00,"1","Y","QUAKER STATE INDUSTR","X",,"4","INFX","408212","006","Y",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,43072.00,400.00,"T311",,0.00,0.00,0.00,0.00,"T311","4","X","004",43472.00,,"54C029",0.00,"000000",0.00,"1",,"1","1","09","05","09","05","1","2",,"1L",,,"N",169.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"HANCOCK","029",,,,"N",,,"WHILE C 14 WAS GOING TO SPOT 5 CARS AT PENNZOIL ON #5 SPOT THE SWITCH POINTS GAPPED DERAILING INFX 4","08212.  DUE TO SWITCH OUT OF ADJUSTMENT ACCOUNT WEAK HEAD BLOCK TIES.",,,,,,,,,,,,,,,,,,,,,,
,"00","08","NS","002277",,,,,"00","08","NS","002277",,,"00","08","02",11.00,0.00,"AM","01",0.00,0.00,0.00,0.00,"TENNESSEE","JERSEY","235.10","47",85.00,"2","1","000","E","LC85","4",0.00,"8","Y","NO 1 MAIN","3","002.0","1","LC","008501","001",,,,"000",,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35000.00,0.00,"H999",,0.00,0.00,0.00,0.00,"H999","1","3","000",35000.00,,"47C065",0.00,"000000",0.00,"1",,,,"04",,,,"1","3",,"1L",,"TENNES","E",284.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"HAMILTON","065",,,,"N",,,"B & B DEPT REBUILDING BRIDGE WHEN LOCOMOTIVE CRANE HANDLING BRIDGE RISER ON NO 2 MAIN LINE WITH BOOM","HANGING, BRIDGE ACROSS NO 1 MAIN LINE BECAME UNBALANCED AND TURNED OVER FOULING NO 1 MAIN LINE.  DU","E TO LOAD BEING HANDLED EXCEEDED CAPACITY OF BOOM ANGLE AND CAUSED CRANE TO OVERTURN.",,,,,,,,,,,,,,,,,,,,,
,"00","09","BNSF","PR0900105","00","09","UP","0900NP004","00","09","BNSF","PR0900105",,,"00","09","11",5.00,10.00,"AM","01",0.00,0.00,0.00,0.00,"POWDER RIVER","BILL","72.8","56",52.00,"1","1","043","R","CNAM","3",9988.00,"1","Y","MAIN TRK 1,2,& 3 CR7","4","316.01","1","RAWX","000237","057","Y",,,"000",,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,148292.00,430000.00,"T207",,0.00,0.00,0.00,2.00,"T220",,,"043",1481790.00,,"56C009",0.00,"000000",0.00,"1",,"1",,"03","55","03","55","2","8",,"1",,"POWDER","E",426.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"CONVERSE","009","0","00",,"N",,,"COAL TRAIN C-NAMPRR-0-88 WAS MOVING AT TRACK SPEED EAST THROUGH CORSSOVERS WHEN THE SOUTH RAIL BROKE","DERAILING THE 54TH, 62ND AND 69TH THROUGH THE 75TH CARS. MAIN ONE AND TWO WERE FOULED.  ONE MINUTE","AND SIX SECONDS LATER, UPRR TRAIN CATWL1-37 COLLIDED WITH DERAILED CARS FOULING MAIN 2 AND DERAILED","BOTH LEAD UNITS AND THREE HEAD CARS,  APPROXIMATELY 1000 GALLONS OF DIESEL FUEL WAS RELEASED FROM EA","CH UNIT FROM THE UP TRAIN.",,,,,,,,,,,,,,,,,,,
,"00","09","BNSF","SC0900105",,,,,"00","09","BNSF","SC0900105",,,"00","09","16",11.00,35.00,"PM","12",0.00,0.00,0.00,0.00,"SOUTHERN CALIF","PICO RIVERA",,"06",70.00,"4","1","000","E",,,0.00,"6","N","5607","1",,"2","ATSF","067775","001","Y",,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,875.00,0.00,"H307","H302",0.00,0.00,0.00,0.00,"H307","2","1","005",7475.00,,"06C037",0.00,"000000",0.00,,,,,,,,,"3","7",,"1",,,"N",120.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"LOS ANGELES","037","0","00",,"N",,,"TRAIN SCA0121-16 MAKING A SHOVING MOVE EAST WITH NO ONE ON THE POINT, STRUCK AND DERAILED 2 CARS FOU","LING THE 5607 TRACK.",,,,,,,,,,,,,,,,,,,,,,
,"00","09","BNSF","NE0900200",,,,,"00","09","BNSF","NE0900200",,"076577W","00","09","08",11.00,27.00,"AM","07",5.00,0.00,0.00,0.00,"NEBRASKA","ATLANTA","218.4","31",79.00,"2","1","029","E","ZKCM","4",4590.00,"1","Y","SIDING","4","020.68","1","ATSF","000130","001",,,,"000",,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13000.00,0.00,"M302",,0.00,0.00,0.00,0.00,"M302","1","4","029",13000.00,,"31C137",0.00,"000000",0.00,"1",,"1",,"05","57","05","57","1","6",,"1",,"NEBRAS","E",188.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"PHELPS","137",,,,"N",,,"DRIVER SLOWED BUT DID NOT STOP AND FOULED THE TRACK THE IMPACT DID NOT INJURE THE DRIVER BUT THE ENS","UING FIRE DESTROYED THE TRUCK AND DAMAGED 3 UNITS.  NO HAZARDOUS MATERIALS WERE LEAKING.",,,,,,,,,,,,,,,,,,,,,,
,"00","09","BNSF","NM0900105",,,,,"00","09","BNSF","NM0900105",,,"00","09","23",9.00,20.00,"PM","01",0.00,0.00,0.00,0.00,"NEW MEXICO","CLOVIS",,"35",55.00,"4","1","003","E","YCLO","4",0.00,"7","Y","161","X",,"4","CRDX","008529","004","Y",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,7701.00,1000.00,"T110",,0.00,0.00,0.00,0.00,"T110","4","X","003",8701.00,,"35C009",0.00,"000000",0.00,"1",,"1","1","06","20","06","20","1","5",,"1",,"NEWMEX","N",101.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"CURRY","009",,,,"N",,,"A RAIL TURNED OVER DUE TO POOR TIE CONDITION AND DERAILED 3 LOADED GRAIN CARS DURING A SHOVE TO SPOT",".",,,,,,,,,,,,,,,,,,,,,,
,"00","09","BNSF","NM0900106",,,,,"00","09","BNSF","NM0900106",,,"00","09","30",12.00,25.00,"PM","01",0.00,0.00,0.00,0.00,"NEW MEXICO","CLOVIS",,"35",91.00,"2","1","010","R","PRIC","3",2651.00,"1","Y","XOVR","1",,"2","SP","513479","004","Y",,,"000",,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5351.00,49200.00,"T311",,0.00,0.00,0.00,0.00,"T311","2","1","010",54551.00,,"35C009",0.00,"000000",0.00,"1",,"1",,"01",,"01",,"1","5",,"1",,"NEWMEX","E",85.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"CURRY","009",,,,"N",,,"TRAIN LEAVING CLOVIS YARD DERAILED ON A SWITCH THAT WAS DAMAGED OR OUT OF ADJUSTMENT.",,,,,,,,,,,,,,,,,,,,,,,
,"00","09","BNSF","OR0900100",,,,,"00","09","BNSF","OR0900100",,,"00","09","06",5.00,40.00,"PM","01",1.00,1.00,0.00,0.00,"OREGON","VANCOUVER",,"53",75.00,"2","1","007","E","YVAW","2",0.00,"7","Y","4598","1",,"2","UTLX","662375","002","N",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,10.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,21300.00,14000.00,"H702",,0.00,0.00,0.00,0.00,"H702","2","1","007",35300.00,,"53C011",0.00,"000000",0.00,"1",,"1","1","02","10","02","10","1","8",,"1",,"OREGON","NM",184.00,,"2000",0.00,0.00,0.00,0.00,0.00,0.00,"CLARK","011","0","00",,"N",,,"YARD JOB ENTERING THE YARD RAN THOUGH THE TRAILING END OF THE CROSS OVER.  ON THE REVERSE MOVE, THE","RUN THRU SWITCH GAPPED AND DERAILED 3 CARS.  HAZARDOUS CAR DERAILED BUT NOT LEAKING.",,,,,,,,,,,,,,,,,,,,,,
