"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
"K","96","12","UP","1296RS078","96","12","ATK","61226WSDAA","96","12","UP","1296RS078",,,"96","12","26",9.00,30.00,"AM","01",0.00,0.00,0.00,0.00,"LOS ANGELES","OAKLAND","0.0","06",58.00,"2","1","000",,,,0.00,,,"YARD","1",,"2",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"M505",,0.00,0.00,0.00,0.00,"M505","2","1","010",44298.00,,"06C001",0.00,"000000",0.00,,,,,,,,,"1","7","W","1L","0","LOSANG","N",177.00,"3174","1996",0.00,0.00,0.00,0.00,0.00,0.00,"ALAMEDA","001",,,,"N",,,"IN THE PROCESS OF MAKING A SWITCH MOVE IN OAKLAND YARDS. THE MIDDLE CARS DERAILED AND WENT ON THE GR","OUND CAUSING EXTENSIVE DAMAGE. CAUSE OF DERAILMENT STILL UNDER INVESTIGATION.",,,,,,,,,,,,,,,,,,,,,,
,"96","12","UP","1296TC014",,,,,"96","12","UP","1296TC014",,,"96","12","13",1.00,20.00,"AM","01",0.00,0.00,0.00,0.00,"TWIN CITIES","VALPARK","22.1","27",31.00,"4","4","006","E","CARS","1",0.00,"6","Y","YARD","1",,"2","MP","715857","010","N",,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,14450.00,700.00,"H020",,0.00,0.00,0.00,0.00,"H020","2","1","006",15150.00,,"27C139",0.00,"000000",0.00,"1","0","1","1","03","20","03","20","1","4","W","1L","0","TWICIT","N",180.00,"3175","1996",0.00,0.00,0.00,0.00,0.00,0.00,"SCOTT","139",,,,"N",,,"LTD84 WAS SWITCHING FROM THE SOUTH END AND FAILED TO APPLY ENOUGH HAND BRAKES ON TRACK 13. TRACK RAN","OUT NORTH END AND COLLIDED WITH CARS ON THE LEAD. ZTS. YARD 1 TRACKS 13 AND 131.",,,,,,,,,,,,,,,,,,,,,,
,"96","12","UP","1296VB009",,,,,"96","12","UP","1296VB009",,,"96","12","23",7.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"CENTRAL","RAY","661.0","48",34.00,"4","2","005","E","KCMX","1",7300.00,"1","Y","YARD","1",,"2","RUSX","483320","051","Y",,,,,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,7700.00,15000.00,"T110",,0.00,0.00,0.00,0.00,"T110","2","1","005",22700.00,,"48C181",0.00,"000000",0.00,"1","0","1","0","07","30","07","30","1","5","W","1L","0","CENTRA","N",134.00,"3176","1996",0.00,0.00,0.00,0.00,0.00,0.00,"GRAYSON","181",,,,"N",,,"KCMX-22 DERAILED 3 CARS ON LEAD TRACK, RAY YARD ACCOUNT POOR TIE CONDITION CAUSING WIDE GAUGE IN SWI","TCH BETWEEN POINT AND HEEL FILLER.",,,,,,,,,,,,,,,,,,,,,,
,"96","12","UP","1296VB017",,,,,"96","12","UP","1296VB017",,,"96","12","17",9.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"CENTRAL","SALINA","187.0","20",20.00,"4","2","003","E","5617","4",430.00,"7","Y","YARD","1",,"2","CNW","155827","005","N","CNW","155827","005","N",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16608.00,200.00,"E39C",,0.00,0.00,0.00,0.00,"E39C","2","1","003",16808.00,,"20C169",0.00,"000000",0.00,"1","0","1","1","05","01","05","01","1","6","W","1L","0","CENTRA","N",112.00,"3178","1996",0.00,0.00,0.00,0.00,0.00,0.00,"SALINE","169",,,,"N",,,"YSN56-17 PULLING WEST OUT OF TRACK 2, CUSHIONING UNDERFRAME FELL OFF CNW 155827 CAUSING FOLLOWING CA","R TO DERAIL.",,,,,,,,,,,,,,,,,,,,,,
,"96","12","SP","H3146",,,,,"96","12","SP","H3146",,,"96","12","20",5.00,15.00,"PM","12",0.00,0.00,0.00,0.00,"HOUSTON","NACOGDOCHES","YARD","48",55.00,"3","2","005","E","H450","4",210.00,"7","Y","701","1",,"2","SP","007299","001","N",,,,,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,6000.00,500.00,"H020",,0.00,0.00,0.00,0.00,"H020","2","1","005",6500.00,,"48C347",0.00,"000000",0.00,"1","0","1","1","10","45","10","45","1","5","W","1L","0","HOUSTO","MO",94.00,"3127","1996",0.00,0.00,0.00,0.00,0.00,0.00,"NACOGDOCHES","347",,,,"N",,,"CAR LEFT IN TRACK 701, ROLLED INTO THE SIDE OF ENGINE AND ONE CAR BEING PULLED FROM TRACK 702.",,,,,,,,,,,,,,,,,,,,,,,
,"96","12","SP","I2216",,,,,"96","12","SP","I2216",,,"96","12","06",5.00,45.00,"AM","01",4.00,3.00,0.00,0.00,"LOS ANGELES","WEST COLTON","YARD","06",65.00,"4","3","010","E","862","3",14028.00,"7","Y","209","1",,"2","UP","040507","034","Y",,,,,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,0.00,67.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,19480.00,400.00,"S007",,0.00,0.00,0.00,0.00,"S007","2","1","010",19880.00,,"06C071",0.00,"000000",0.00,"1","0","1","2","06","15","06","15","1","7","W","1L","1","LOSANG","NM",114.00,"3128","1996",0.00,0.00,0.00,0.00,0.00,0.00,"SAN BERNARDINO","071",,,,"N",,,"DURING HUMPING OPERATIONS DERAILED 4 CARS IN BOWL TRACK 209 DUE TO RADAR DETECTOR FAILURE ALLOWING N","O RETARDATION.",,,,,,,,,,,,,,,,,,,,,,
,"96","12","SP","J1466",,,,,"96","12","SP","J1466",,,"96","12","04",8.00,30.00,"AM","01",0.00,0.00,0.00,0.00,"HOUSTON","AVONDALE","YARD","22",63.00,"2","1","005","E","604","3",1640.00,"7","Y","WEST LEAD","1",,"2","ETTX","901301","005","Y",,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,4992.00,1500.00,"T102",,0.00,0.00,0.00,0.00,"T102","2","1","005",6492.00,,"22C051",0.00,"000000",0.00,"1","0","1","1","02","00","02","00","1","5","W","1L","0","HOUSTO","GMO",108.00,"3129","1996",0.00,0.00,0.00,0.00,0.00,0.00,"JEFFERSON","051",,,,"N",,,"JOB 604 SHOVING EAST ON WEST LEAD OF NEW YARD DERAILED 2 CARS ETTX 901301 AND SOU 50368 ACCOUNT CROS","S LEVEL.",,,,,,,,,,,,,,,,,,,,,,
,"96","12","WPRR","96W196D",,,,,"96","12","WPRR","96W196D",,,"96","12","26",10.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","SHIPLEY","746.24","41",40.00,"4","2","006","E","1852","3",1200.00,"1","Y","SINGLE MAIN TRACK","X","0001.0","1","HLSC","002007","002","Y",,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1550.00,7218.00,"T110",,0.00,0.00,0.00,0.00,"T110","1","0","006",8768.00,,"41C071",0.00,"000000",0.00,"1","0","1","0","08","15","08","15","1","8",,"3L","0","SYSTEM","M",79.00,"3182","1996",0.00,0.00,0.00,0.00,0.00,0.00,"YAMHILL","071",,,,"N",,,"AS TRAIN WAS MOVING EASTBOUND, CARS DERAILED ON SECTION OF TRACK WITH BAD TIES.",,,,,,,,,,,,,,,,,,,,,,,
,"96","12","WSOR","1208961",,,,,"96","12","WSOR","1208961",,,"96","12","08",10.00,55.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","JANESVILLE","9.5","55",30.00,"2","1","005","E","2008","4",4670.00,"1","Y","MONROE SUB","2",,"2","CSXT","801580","008","Y",,,,,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,9.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,10000.00,8394.00,"T113",,0.00,0.00,0.00,0.00,"T113","2","2","005",18394.00,,"55C105",0.00,"000000",0.00,"1","0","1","0","03","55","03","55","1","4",,"3L","0","SYSTEM","N",59.00,"3183","1996",0.00,0.00,0.00,0.00,0.00,0.00,"ROCK","105",,,,"N",,,"TRAIN ENCOUNTERED WIDE GAGE AND DERAILED WHEN LEAVING YARD.",,,,,,,,,,,,,,,,,,,,,,,
,"96","12","WC","G3071",,,,,"96","12","WC","G3071","M060",,"96","12","18",8.00,5.00,"PM","01",0.00,0.00,0.00,0.00,"WESTERN","RIPLINGER","296.4","55",5.00,"4","6","047","R","18","4",3450.00,"1","Y","SINGLE MAIN TRACK","4","020.75","1","WC","006655","002",,,,,,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,115.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,827175.00,45150.00,"T499",,0.00,0.00,0.00,0.00,"T499","1","4","047",872325.00,,"55C019",0.00,"000000",0.00,"1","0","1","0","05","05","05","05","1","4",,"3L","0","WESTER","O",576.00,"3180","1996",0.00,0.00,0.00,0.00,0.00,0.00,"CLARK","019","00","00",,"N",,,"EMPTY COAL TRAIN - WCUPX-18, CONSISTING OF 4 LOCOMOTIVES AND 115 EMPTY COAL CARS, WAS TRAVELING WEST","AT A SPEED OF 46.9 MPH WHEN THE AIR WENT. THE CREW FOUND THAT THE TRAIN HAD DERAILED BEHIND THE LEA","D UNIT. INVESTIGATION REVEALED THAT THE DERAISMENT OCCURRED BECAUSE OF ICE BUILD-UP BETWEEN THE BASE","OF THE RAIL AND THE TIE PLATE CAUSING THE RAIL TO SPREAD. A TOTAL OF 3 LOCOMOTIVES DERAILED ALONG W","ITH 33 CARS, OF WHICH 28 WERE DESTROYED. THERE WAS A FUEL LOSS OF APPROXIMATELY 2,000 GALLONS.THE CR","EW UNDERWENT FRA MANDATORY POST-ACCIDENT TESTING. ALL RESULTS WERE NEGATIVE.",,,,,,,,,,,,,,,,,,
